course code,course title,course description,active status,start date,end date
SPA  408,Elective Rotation,,Inactive,SP 0203,SP 0102
SPA  409,Psychiatry Rotation,,Inactive,SP 0203,FA 0203
SPA  510,Behavioral Medicine,"Introduces concepts of health psychology and behavioral medicine. Topics include: effective interpersonal communication skills, basic counseling skills, normal growth and development, normative responses to stress, emotional problems of daily living, psyc",Active,SP 0506,SP 2526
SPA  551,History & Physical I Lab,Gives students practice in the history-taking and physical examination skills presented in SPA 550.   When Offered: Spring semester. Corequistite(s): SPA 550.  Fee.,Active,SP 0506,SP 2526
SPA  600,Diagnostic Laboratory Medicine,"A comprehensive introduction to diagnostic laboratory medicine. The course covers urinalysis, microbiology, hematology, serology, blood chemistry, and special diagnostic laboratory testing, serving as a foundation for understanding disease processes and d",Active,SP 1415,SP 2526
SPA  670,Women's Health,,Inactive,FA 1011,FA 0506
SPA  680,Clinical Decision Making,"Students work through actual patient problems and data to practice clinical reasoning skills, differential diagnoses formulation, and development of treatment plans. Students monitor, critique, and direct the development of their reasoning skills.  When O",Active,SP 0506,SP 2526
SPA  710,Independent Study,Individualized study of selected topics related to the physician assistant field.   Permission Required.,Active,SU 1314,SP 2526
SPA  750,Clinical Rotation VII,"Course focuses on pediatrics, psychiatry, women's health, or an elective. Students spend full time at off-campus clinical settings where they can expect to use skills learned during the didactic year. During these rotations, students have potential exposu",Active,SU 1314,SP 2526
SPA  925,Research Paper/Adv. Clinical Practi,"This course allows students to complete the capstone research project in a concentrated format over a ten week period while gaining additional clinical experience. Students will conduct a literature review, draft a research design, discuss possible outcom",Inactive,SU 0708,SU 0809
SPA  931,Grand Rounds II,"Students utilize what they learned in SPA 919 by completing research to answer questions based upon valid evidence. Individual case presentations, group topic presentations, and panel discussions with emphasis on the rotations that occur during the semest",Active,FA 1415,FA 2526
SPH  105,Physics of Video Games,"This course will explore the physics concepts used in video games.  Students will learn the various equations which govern physical concepts, and how they affect video games, and how they can be changed to suit the environment of the game.  Electronic sim",Inactive,SP 1112,SP 1213
SPH  110,General Physics I,"A thorough introduction into physics for those majoring in the physical and biological sciences, mathematics, and engineering. Topics include classical mechanics, heat, and electricity.     Offered: Fall semester. Prerequisiste(s): SMA 130.   Corequisiste",Active,FA 1011,CA 2526
SPH  111,General Physics I Laboratory,Laboratory course to accompany SPH 110.    When Offered: Fall semester. Corequistite(s): SPH 110.  Fee. Satisfies the Natural Science requirement.,Active,FA 1011,FA 2526
SPL  201,Philosophy in Context,"Investigates the origins of Western thought from Socrates to Descartes, Hume, Kant, James, and Sartre.  Satisfies the Philosophy requirement of the Liberal Arts Curriculum.  Fall semester, odd-numbered years.  3 credits.
",Active,FA 9596,FA 1718
SPL  203,History of Philosophy II,,Inactive,SP 9596,SP 9495
SPL  280,Asian Perspectives,"Explores Asian thought in Vedantic (Hindu), Confucian, Taoist, and Buddhist texts.  Credits: 3.When Offered: As needed.Satisfies the Global Perspectives requirement of the Liberal Arts Curriculum.",Active,FA 1011,SU 2223
SPL  290,"Blues in Amer.Film,Fiction & Song",,Inactive,FA 9596,FA 9495
SPL  300,Introduction to Philosophy,,Inactive,FA 9596,SU 9495
SPL  315,Tps: Philosophy of Medicine,Exploration of philosophical topics according to faculty expertise and student needs.    When Offered: Fall semester. Repeatable for credit. Satisfies the Philosophy requirement.,Active,FA 1819,FA 2526
SPL  320,Philosophy of Art,"Studies the meaning and nature of art through major texts. Explores the relation between philosophy, the artist, and the social environment.    When Offered: Spring semester. Fee. Satisfies the Philosophy requirement.",Active,SP 0506,SP 2526
SPL  401,Honors,,Inactive,FA 1011,FA 0506
SPO  105,Intro Portuguese Lang & Culture II,A college-level intensive course that strengthens skills for comprehension and communication in Portuguese developed in SPO100. Emphasizes the use of interactive technologies & online conversational exchange for understanding Portuguese in context. Develo,Active,FA 2526,SP 2526
SPS  142,Intro to International Relations,,Inactive,FA 1011,FA 9495
SPS  225,Civil Liberties:Law and Politics,,Inactive,SP 9596,SP 9394
SPS  227,Criminal Law & Procedure,,Inactive,FA 9596,FA 9596
SPS  228,Public Opinion and Propaganda,,Active,SP 0203,FA 0506
SPS  236,Political Thought II,,Inactive,SP 9596,SP 9495
SPS  342,American Foreign Policy,"Content and formation of American foreign policy since World War I. Emphasis on the formal and informal institutions and structures which contribute to the making of foreign policy, including domestic politics. Focus is on the dilemma of America's role as",Active,SP 0304,SP 2526
SPS  410,Independent Study,Research in areas of special interests under faculty supervision.    Permission Required.,Active,SU 1314,SP 2526
SPS  415,Model United Nations Field Study,Introduces students to international relations practice and politics through the perspective of the United Nations (UN) system.  Training sessions and activities prepare students to act as distinguished delegates in a collegiate conference that simulates ,Active,SP 1819,SP 2526
SPT  623,Physical Therapy Skills 3,"This course will introduce students to the psychomotor skills necessary for cardiopulmonary PT. Concepts include the cardiopulmonary system as it relates to other systems, common CP pathologies, the relationship of the CP system to normal movement, and th",Active,SU 2122,SU 2425
SPT  624,Professional Responsibilities 3,"This course will present ethical dilemmas that will require students to formulate professionally appropriate responses.  Students will also learn about their obligations as professionals regarding child and elder abuse.   Additionally, the health care nee",Active,SU 2122,SU 2425
SPT  631,Clinical Reasoning 4,"This course will introduce students to the clinical reasoning process involved with pediatric rehabilitation, including clinical and medical history, relevant medical tests, and pediatric differential diagnosis. Concepts will include normal development an",Active,FA 2223,FA 2526
SPT  662,Physical Therapy Foundations 6,"This course will present the anatomy, physiology and pathophysiology of common geriatric conditions.  Concepts will include neurological and muscular disorders, congenital disorders, orthopedics, and other geriatric conditions.  When Offered: Fall semeste",Active,FA 2324,FA 2526
SPT  663,Physical Therapy Skills 6,"This course will introduce students to patient management and the psychomotor skills necessary for geriatric physical therapy.  Concepts will include rheumatoid and osteoarthritis, joint replacements, integumentary care, wounds, burns, lymphedema and mana",Active,FA 2324,FA 2526
SPY  130,Professional Seminar in Psychology,"An introductory course for majors to build critical thinking and information literacy skills and to explore the discipline's values, ethics, career options, and writing style.  When Offered: Fall semester.",Active,FA 1415,FA 2526
SPY  226,Topics in Adolescent Psychology,,Inactive,FA 1011,FA 0506
SPY  280,Abnormal Psychology,"Examines causes, symptoms, assessments, and treatment of abnormality from a variety of theoretical perspectives. Includes an introduction to the Diagnostic and Statistical Manual of Mental Disorders (DSM-5-TR), its historical origins, and contemporary cri",Active,FA 9596,SP 2526
SPY  295,Experimental Psychology,,Inactive,SP 9596,SP 9495
SPY  310,Psych & Ed. for Except.Child & Yth,,Inactive,SP 9394,SP 9394
SPY  370,Personality Theory,"A consideration of the research and theory aimed at understanding those characteristics of the person which are related to his or her distinctive ways of experiencing or behaving. Major theoretical perspectives on personality such as trait theories, socia",Active,SP 0203,SP 2526
SPY  371,Personality Theory Lab,,Inactive,SP 9394,SP 9394
SPY  405,Psychology of Sex and Gender,"Examines both human sex (the biological identification as male/female) and gender (the social construct of feminine/masculine) from a psychological perspective. Emphasis on examining biological, psychological, and social factors that influence sex and gen",Active,FA 1516,FA 2526
