course code,course title,course description,active status,start date,end date
SLT  200,Introduction to Latin Literature,This course provides students an opportunity to read a wide variety of Latin authors. A deep awareness of the Roman (classical and ecclesiastical) world is also developed.,Active,SP 1415,CA 2526
SMU  147,Performance (non-mjr) Saxophone,Private instruction in saxophone.   When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.  Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,SP 0203,SP 2526
SMA  097,Intermediate Algebra,,Inactive,SP 0203,FA 0506
SCH  112,General Chemistry II,"Builds upon concepts from SCH110, with emphasis on gas laws, thermodynamics, properties of matter and solutions, kinetics, equilibrium, and acid-base chemistry.  Prerequisite: SCH110.  Spring semester.  3 credits.",Inactive,SP 0203,SP 1819
SMA  100,Structure of the Number System I,"Topics include problem-solving, set theory, number theory, numeration systems, and algebra review. Particular emphasis is placed on the successive development of real numbers and the employment of electronic resources. The first course in a sequence of tw",Active,SP 0203,SP 2526
SCH  202,Biochemical Principles,"An introduction to the chemistry of living systems with an emphasis on the basic relationships of molecular structure to biological function. Analysis of proteins, enzymes, carbohydrates, lipids, nucleic acids, and major metabolic pathways. Designed for a",Active,FA 0809,SP 2526
SMA  107,Math for Managerial Sciences,"For business students. Topics include the analytic geometry of algebraic functions, exponential and logarithmic models, systems of linear equations, and linear programming.  Satisfies the Mathematics requirement of the Liberal Arts Curriculum.  Prerequisi",Inactive,SP 0203,FA 2122
SMA  126,Quantitative Methods 2,,Inactive,SP 9596,SP 9596
SMU  148,Performance (non-major) Fr. Horn,Private instruction in French horn.   When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.  Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,SP 0203,SP 2526
SMA  240,Readings in Mathematics,"Designed to broaden the student's background in the history of mathematics and to prepare for a professional career with various scholarly activities in mathematics.   Offered: Spring semester, odd-numbered years. Prerequisiste(s): SMA 140.  Writing Inten",Active,SP 0203,SP 2425
SMA  325,Calculus IV w/Differential Equat,"First, second, and higher order linear differential equations with applications; linear systems of differential equations; LaPlace transforms; and boundary value problems.   When Offered: Fall semester, odd-numbered years. Prerequistite(s): SMA 200.",Active,FA 1112,FA 2526
SMU  150,Performance (non-major) Trombone,Private instruction in trombone.    When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.  Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,SP 0203,SP 2526
SMA  342,Graph Theory,"A study of graph theory, including Euler tours, Hamiltonian cycles, spanning trees, coloring, and flows over a network. Both mathematical proofs and algorithms for detecting these features in graphs are considered. Credits: 3.When Offered: Fall semester, ",Active,FA 0809,FA 2425
SML  104,Japanese I,,Inactive,FA 9596,SP 9495
SML  107,Russian I,,Inactive,FA 9596,SP 9495
SMN  204,Principles of Finance,,Inactive,FA 9697,FA 9495
SMN  220,Marketing Management,,Inactive,FA 9596,FA 9495
SCH  203,Biochemistry Principles Laboratory,"Experiments conducted in the laboratory course complement the concepts discussed in the lecture. This course focuses on analyzing proteins, enzymes, carbohydrates, lipids, and nucleic acids, as well as metabolic pathways in the context of human health. De",Active,SP 1920,SP 2526
SMN  251,Issues in International Development,,Inactive,FA 9798,FA 0001
SMN  301,Advanced Accounting,,Inactive,FA 9596,FA 0102
SCH  204,Fit for the Chemistry World Seminar,"The following topics will be explored: career opportunities in the chemical sciences, diversity, inclusion, and representation in scientific communities, as well as preparation for professional interviews.   When Offered: Fall semester. Prerequistite(s): ",Active,FA 2021,FA 2526
SCH  205,Intermed Bloodstain Pattern Analysi,"A study of laboratory, enhancement and reconstructive techniques of bloodstain pattern analysis.  The students will create crime scenes and learn interpretation of bloodstain patterns including the string method.  Weekly two-hour laboratory. Prerequisite:",Inactive,FA 1415,FA 1314
SML  103,Chinese I,,Inactive,FA 9596,SP 9495
SML  105,Modern Language II,,Active,FA 2526,SP 2526
SML  214,Intermediate Japanese,,Inactive,FA 9596,SP 9495
SMU  151,Performance (non-major) Euphonium,Private instruction in euphonium/tuba.   When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.  Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,FA 9596,SP 2526
SML  410,In.St:Interm.Chinese,,Inactive,FA 9596,SP 9495
SMN  101,Principles of Accounting II,,Inactive,SP 9596,SP 9495
SMN  180,Principles of Management,,Inactive,FA 9596,SP 9495
SMU  178,Jazz Combo,"Performance of chamber music in the jazz style, including Swing, Latin, Bebop and Fusion.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.",Active,SP 1819,SP 2526
SMU  179,Commercial Music Ensemble,"An ensemble for instrumental and vocal musicians specializing in popular contemporary music, including Rock, Latin, Rhythm & Blues, Country, Disco, and Hip Hop.  When Offered: Fall and spring semesters. Permission Required. Repeatable for credit. Fee.",Active,SP 1819,SP 2526
SMU  180,Piano Ensemble,"This course is designed to give piano students experience with piano duet, piano duo, 6-hand, 8-hand or more, and piano literature.    When Offered: Spring semester. Permission Required. Repeatable for credit. Fee.",Active,SP 1617,SP 2526
SMU  193,Brass Ensemble,"Performance of chamber music for combinations of brass instruments including sextet, quintet, quartet, and brass choir.    When Offered: Fall and spring semesters. Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.",Active,FA 9596,SP 2526
SMN  202,Intermediate Accounting,,Inactive,FA 9596,FA 9495
SMU  198,Chamber Music,"Designed to provide string students experience in rehearsing, coaching, and performing chamber music.     When Offered: Fall and spring semesters. Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.",Active,FA 9596,SP 2526
SCH  214,Analytical Chemistry,"A study of analytical chemistry techniques including titrations, acid-base and buffer chemistry, electrochemistry, and analytical separations as well as foundational coverage of spectroscopic instrumental methods.  Particular emphasis on data analysis and",Active,SP 1415,FA 2526
SMU  199,Guitar Ensemble,Performance of chamber music for guitar.    When Offered: Fall and spring semesters. Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,FA 9596,SP 2526
SMN  203,Intermediate Accounting II,,Inactive,SP 9596,SP 9495
SMN  290,Health Care Issues/Administration I,,Inactive,SP 9596,SP 9697
SCH  215,Inorganic Chemistry,,Inactive,FA 9697,SP 9495
SMN  310,Global Perspectives,,Inactive,FA 9900,SP 0102
SMU  235,Functional Vocal Skills II,"Continuation of SMU 230. Development of vocal skills: singing in different styles, vocal improvisation, therapeutic use of voice (e.g., toning, speaking voice for relaxation), and vocal health. Credits: 1.When Offered: Spring semester.Prerequisite:  SMU 2",Inactive,SP 1415,SP 2324
SMU  240,Performance (sec) Piano,Private instruction in secondary piano for music majors.  1 credit for each one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 228.    Permi,Active,FA 9596,SP 2526
SMU  258,Choral Arranging,,Inactive,SP 0203,SP 0708
SMU  265,Service Music,"Private instruction involving the music for worship and liturgy, including service settings, psalmody and responses.   When Offered: Fall and spring semester. Prerequistite(s): Demonstration of sufficient skill level or completion of one semester of priva",Active,FA 2122,SP 2526
SMN  315,International Marketing,,Inactive,SP 9596,SP 0102
SMU  266,Tech. in Audio Eng. & Production,"This course follows SMU 166, with a focus on recording, mixing, mastering and production. Students will learn how to use a digital audio workstation and become proficient in the art of audio engineering.   When Offered: Fall semester. Prerequistite(s): SM",Active,FA 2526,FA 2526
SMU  270,Music from 1750 to Present,"Surveys pre-classical, classical, romantic, and 20th century styles in Western music with an emphasis on listening and music research.     When Offered: Spring semester. Prerequistite(s): Grade of C or better in SMU 271.  Writing Intensive Course.",Active,SP 0203,SP 2526
SMN  371,Training and Development,,Inactive,SP 9697,SP 9495
SMN  380,Retailing Management,,Inactive,FA 9899,FA 9495
SMN  390,Seminar for Entrepreneurs,,Inactive,SP 9596,SP 0001
SMN  340,Business Law,,Inactive,FA 9596,FA 9495
SMN  345,Labor/Employment Law & Negotiations,,Inactive,FA 9596,FA 0102
SMN  360,Women & International Development,,Inactive,SP 9596,SP 9495
SMN  372,Human Resource Management Seminar,,Inactive,SP 9697,SP 9495
SMN  386,Advanced Health Care Management,,Inactive,FA 9697,SP 0102
SCH  216,Inorganic Chemistry Lab.,,Inactive,FA 9697,SP 9495
SMN  501,Managerial Economics,,Inactive,SU 9899,FA 0102
SCH  217,Analytical Chemistry Laboratory,"Analytical chemistry laboratory techniques including titrations, acid-base and buffer chemistry, and electrochemistry as well as foundational spectroscopy and chromatography instrumental methods. Advanced statistical analysis and the use of computers for ",Active,FA 1920,FA 2526
SCH  245,Intermediary Metabolism,,Inactive,FA 9495,FA 9495
SCH  246,Intermediary Metabolism Laboratory,,Inactive,FA 9495,FA 9495
SCH  255,Instrumental Analysis,,Inactive,SP 9596,SP 0001
SCH  256,Instrumental Analysis Laboratory,,Inactive,SP 9596,SP 0001
SMU  271,Survey of Music Literature,An introduction to the history of Western music. Emphasis on music of the high baroque and modern eras as well as listening. Serves as prerequisite to SMU 272 for music majors.  When Offered: Spring semester.,Active,SP 0203,SP 2526
SMN  420,Field Work,,Inactive,FA 9596,SP 9495
SMN  531,Organizational Dynamics,,Inactive,FA 9900,FA 0102
SCH  303,Scientific Communication Seminar I,"The following topics will be explored: chemical information resources, searching science literature, critiquing primary literature in the chemistry field, communicating scientific findings through a variety of presentation styles.   When Offered: Fall sem",Active,FA 2021,FA 2526
SCH  320,Forensic Science in the Courtroom,,Inactive,SP 1011,SP 1314
SMN  546,Management Information Systems,,Inactive,SP 9900,SP 0102
SCH  355,Instrumental Analysis,"A study of instrumentation and the principles of operation underlying modern instrumental methods. The study progresses from basic discussions of signal and noise to a detailed understanding of specific techniques including spectrophotometric, chromatogra",Active,SP 0203,SP 2526
SMN  525,Quantitative Analysis,,Inactive,SP 9899,SP 0102
SMN  601,Managerial Consultation: Case Proc.,,Inactive,SU 9899,FA 0102
SCH  356,Adv. Instrumental Analysis Lab.,"Laboratory course which provides hands-on experience with the instrumental methods discussed in SCH355. The student will utilize modern instrumentation in the areas of high pressure liquid and gas chromatography, GC/MS, atomic absorption, fluorescence, IR",Inactive,SP 0203,FA 1011
SMT  101,Clinical Readiness in MT,"This course begins to prepare students for the clinical setting. Students will be introduced to the music therapy treatment process including varying types of assessment, formulating appropriate goals/objectives, documentation procedures, referrals, writi",Active,SP 2425,SP 2526
SMT  210,Applications in Music Therapy II,,Inactive,SP 0506,SP 0708
SMT  220,Music Strategies/Inclusion II,"Course provides an overview of the characteristics, development, and abilities of adults with diverse needs in therapy settings. Strategies for adaptation and accommodation in and through music are explored, and approaches to management of the therapy set",Inactive,SP 1415,SP 2324
SMT  300,Methods in Music Therapy I,,Inactive,FA 0809,FA 1011
SMU  311,Commercial Theory and Arranging,An introduction to the fundamentals of arranging for the small instrumental ensemble.  Designed to provide students with resources and techniques necessary to successfully arrange in the pop/commercial style.   When Offered: Fall semester. Prerequistite(s,Active,FA 2021,FA 2526
SMU  312,Foundations of Music Business,"An introduction to various elements of the music business, including music publishing, artist management, contracts, royalties, and concert production and promotion.   When Offered: Fall semester. Prerequistite(s): SMU 165.  Fee.",Active,FA 2021,FA 2526
SCH  431,Internship/Research Seminar,"Assessment of internship or research experience through a written research paper, public seminar, and presentation at a scientific conference. ",Active,FA 1415,SP 2526
SMU  325,Conducting Fundamentals,An introduction to conducting technique by developing the psychomotor skills required for successfully leading others in the performance of music.   When Offered: Fall semester. Prerequistite(s): SMU 262 and SMU 263.  Fee.,Active,FA 1415,FA 2526
SCJ  110,Introduction to Criminal Justice,"Provides an overview of the criminal justice system in the United States, including the historical and contemporary operation of police, courts, and corrections. Examines differences between the adult and juvenile justice systems. Reviews ethical guidelin",Active,FA 0809,SP 2526
SMU  332,Techniques in Marching Band,"The materials, methods of procedure, techniques, and skills suitable for teaching marching band.  When Offered: Fall semester. Fee.",Active,FA 0809,FA 2526
SCJ  180,Restorative Justice,This course provides a thorough introduction to restorative justice theory and practice by exploring the theoretical roots of the restorative justice movement and the methods used in the field. Students develop proficiency in discipline-specific writing. ,Active,SP 1415,SP 2526
SMU  333,Instrumental Methods/Practicum,"An investigation of the structure and curriculum of a school instrumental program (K-12). Includes analysis of materials, methods of procedure, techniques, and skills suitable for teaching instrumental lessons and ensembles.  Field experiences, Tubercular",Active,SP 0203,SP 2526
SCJ  230,Global Topics in Criminal Justice,"This course will examine the development and current state of international criminal law, along with the roles of domestic and international policing, courts, and corrections within specific regions outside of the United States. The course will also provi",Active,SP 2425,SP 2526
SMU  334,Choral Conducting,,Inactive,FA 0809,FA 0506
SMN  611,Integrative Project: Sit. Analysis,,Inactive,SU 9900,SP 0102
SMU  335,Instrumental Conducting,,Inactive,SP 0506,SP 0708
SMT  110,Clinical Guitar Skills,"Development of guitar repertoire and improvisation for use with various special populations. Focus on tailoring musical skills to musical styles widely used in music therapy. Practical experience in leading group music, as well as stylistic use of the voi",Active,SP 0506,FA 2526
SMT  211,MT and Autism/Neurodivergence,This course examines current research/cultural trends surrounding Autism/Neurodivergence and exploration of music therapy to address a variety of needs associated within that community. Students will engage in and discuss therapeutic and personal attitude,Active,SP 2425,SP 2526
SMT  315,Music Therapy Techniques I,"Explores existing music therapy recreative techniques, including group singing, performance, structured rhythm activities, Orff, movement to music activities, song teaching, conducting, and adaptive/therapeutic music lessons. This course provides the stud",Active,FA 1516,SP 2526
SMT  320,Music Therapy Techniques III,"Explores existing music therapy techniques including instrumental improvisation, vocal improvisation, embodied movement and music improvisation, songwriting, lyric substitution, and art and music experiences. This course provides the student with first ex",Active,SP 1516,SP 2526
SMT  325,Music Therapy Practicum III,"45 hours of observation and participation in a clinical setting with supervision from a board-certified music therapist on a weekly basis to present and discuss professional and clinical issues, raise questions, and problem solve with peer group.  When Of",Active,FA 2425,FA 2526
SMT  375,Music Therapy Practicum V,"45 hours of observation and participation in a clinical setting with supervision from a board-certified music therapist on a weekly basis to present and discuss professional and clinical issues, raise questions, and problem solve with peer group.  When Of",Active,FA 2425,FA 2526
SCJ  255,Secondary Traumatic Stress,"Secondary trauma is a common experience for practitioners who work with victims of crime. It refers to exposure to another person's traumatic experience.  Professionals working within criminal justice, law enforcement, the courts, drug and alcohol, or men",Active,SP 2526,SP 2526
SCJ  325,Female Crime and Delinquency,"Examines the biological, psychological, and socio-cultural correlates of gender and gender-based crime, both adult and juvenile, in American society. Students utilize current research studies to examine criminology theories and their applicability to wome",Inactive,SP 1011,SP 2021
SCJ  405,Policy & Program Analysis,"By learning and applying an evaluation process to criminal justice policies, students learn how to determine whether policies and programs address specific needs, are theoretically sound, are implemented correctly, meet their goals, and are cost-efficient",Active,FA 1415,SP 2526
SCJ  415,MPOETC Police Academy Partnership,This course is designated for those in the police academy track of the criminal justice program and enrolling in the Act 120 Police Academy training offered through MPOETC (Municipal Police Officers' Education and Training Commission).  When Offered: Fall,Active,FA 2324,FA 2526
SMT  420,Clinical Practicum in Music Therapy,"Weekly supervision with board-certified music therapist to discuss professional and clinical issues, as well as problem-solving with peer group.  45 hours of observation and participation in clinical setting.  When Offered: Fall and spring semesters. Prer",Active,SU 1314,SP 2526
SMU  340,Performance (mjr) Piano,Private instruction in piano for music majors.     When Offered: Fall and spring semesters. Permission Required. Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMT  430,Internship in Music Therapy,"Six-month (1040 hours) internship at AMTA-approved clinical training site. This may take place at any approved facility in the United States.    When Offered: Fall, spring, and summer semesters. Permission Required. Repeatable for credit.",Active,SU 1314,SP 2526
SCJ  551,Human Factors,"This course uses a case study approach to examine elements of human performance and engagement. Grounded in scientific research, the course focuses on an understanding of human stress, vision, cognition, attention, speed, decision making, and memory relat",Active,FA 2425,FA 2526
SCJ  554,Advanced Restorative Justice,"This course develops application and decision making processes in restorative approaches within the criminal justice field. Additionally, the course considers the needs and roles of key stakeholders and examines specific practices of restorative justice. ",Active,FA 2425,FA 2526
SMT  301,MT and the Medical Setting,"This course examines current research/cultural trends surrounding the use of music therapy to address a variety of needs associated within the medical community. Students will engage in and discuss therapeutic and personal attitudes, sensitive musical and",Active,FA 2425,FA 2526
SCJ  556,Working with Diverse Populations,"This course focuses on the historical, cultural, socioeconomic, and political contextual backgrounds of various group identities, as well as ethical considerations in working with diverse populations. Students will gain an understanding of cultural values",Active,SP 2425,SP 2526
SCJ  557,Policy & Legal Presentation,"This course provides students with historical knowledge of policies and programs in the American justice system. Students will acquire the ability to analyze, critique, and provide recommendations with evidence based reasoning to professionally present in",Active,SP 2425,SP 2526
SMT  321,Music Therapy Techniques IV,"In this course, the student will explore key elements of music technology and examine their use in the music therapy clinical setting. Topics to be covered in this course are recording technology used in a clinical music therapy setting, clinical use of e",Active,FA 2425,FA 2526
SCN  105,Elem Chinese Language & Culture II,A college-level intensive language course which emphasizes development of communicative and writing skills in Chinese. Includes readings in cultural and literary material.   When Offered: Spring semester. Offered online. Prerequistite(s): SCN 100 or 3 yea,Active,FA 0809,SP 2526
SMT  395,Music Therapy Practicum VI,"45 hours of observation and participation in a clinical setting with supervision from a board-certified music therapist on a weekly basis to present and discuss professional and clinical issues, raise questions, and problem solve with peer group.  When Of",Active,SP 2425,SP 2526
SMU  341,Performance (mjr) Voice,Private instruction in voice for music majors as well as BFA students in musical theatre.    When Offered: Fall and spring semesters. Permission Required. Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  042,Performance (0 credit)Organ,Private instruction in organ.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SCN  205,Intermediate Chinese Lang & Cult I,Development of narrative and conversational skills and proficiency-oriented problem-solving.  Offered: Fall semester. Offered online. Prerequisiste(s): SCN 105 or minimum 3-4 years of high school Chinese.  Liberal Atrs Curriculum: Satisfies the Language S,Active,FA 0809,CA 2526
SMU  342,Performance (mjr) Organ,Private instruction in organ for music majors.    When Offered: Fall and spring semesters. Permission required when chosen for 3 or 4 credits Permission required when chosen for 3 or 4 credits. Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  044,Performance (0 credit)Flute,Private instruction in flute.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SCN  210,Intermediate Chinese Lang & Cult II,Study of the current and historic cultural trends in China. Specialized uses of grammar. Develops idiomatic use of the language.   Offered: Spring semester. Offered online. Prerequisiste(s): SCN 205 or permission of instructor.  Liberal Atrs Curriculum: S,Active,FA 0809,CA 2526
SMU  358,Music in Worship,"A liturgics and music course intended to assist the student in planning for the corporate worship of the church through General Instruction of the Roman Missal study with the music that accompanies the Feasts and Solemnities, Seasons, and Sacraments in th",Active,SP 2223,SP 2425
SMU  049,Performance (0 credit)Trumpet,Private instruction in trumpet.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SCR  105,Haitian Creole Lang & Culture II,A college-level intensive course that strengthens skills for comprehension and communication in Haitian Creole developed in SCR 100.  Emphasizes the use of interactive technologies & online conversational exchange for understanding language in context. De,Active,FA 2526,SP 2526
SMU  365,Advanced Conducting,"This course focuses on developing and refining conducting gesture, rehearsal methodology and technique, error detection, and score analysis through active, in-class participation and live rehearsals in front of established music program ensembles. The cou",Active,SP 1617,SP 2526
SMU  367,Advanced Songwriting,This course is designed to provide students with an opportunity to explore and develop advanced techniques in popular songwriting.  Students pursuing a Bachelor of Music in Commercial Music are required to enroll in SMU 165 in the second year of study as ,Active,FA 2223,SP 2526
SMU  368,Advanced Sound/Media Production,Private instruction for advanced audio and video production. Project(s) will be determined on an individual basis and will be created from SHU Music Department concerts and/or recitals.  When Offered: Fall and spring semesters. Prerequistite(s): SMU 166  ,Active,FA 2223,SP 2526
SMT  400,Business of Music Therapy,,Inactive,FA 0809,FA 1011
SMU  380,Organ in Worship I,,Inactive,FA 9596,FA 9596
SCS  110,Introduction to Computers,"Students develop computer literacy with basic computer concepts. Students also develop competency by having hands-on experience with the following software: word processing, electronic spreadsheets, databases, graphics, and user graphical interface. Stude",Inactive,SP 0203,CS 2021
SMU  410,Independent Study,By arrangement.    Permission Required. Fee.,Active,SU 1314,SP 2526
SMT  405,Theory Development in Music Therapy,"An examination of historic, current, and burgeoning theories in music therapy, both in North America and globally, leading to the development of a unique personal music-based theory for clinical work. Credits: 1.When Offered: Spring semester.Prerequisites",Inactive,SP 1516,SP 2324
SMU  415,Recital,Credit is offered for the senior recital in the performance and sacred music programs in partial fulfillment of degree. The recital is prepared with the advice and consent of the major instructor. A pre-recital test is required.    When Offered: Fall and ,Active,FA 9596,SP 2526
SMT  415,Multicultural Music Therapy,"An examination of the multicultural needs of music therapy clients, with emphasis given to the acquisition of skills in ethnic musical forms, as well as a working knowledge of the impact of multicultural identity and music.Credits: 1.When Offered: Fall se",Inactive,FA 1617,FA 2425
SMU  051,Performance (0 credit) Tuba,Private instruction in euphonium/tuba.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SMU  037,Performance (0 credit) Harp,Private instruction in harp.  Repeatable.  Fall and spring semesters. 0 credits. Fee.,Active,SP 0203,SP 1617
SMU  041,Performance (0 credit)Voice,Private instruction in voice.    When Offered: Fall and spring semesters. Permission Required. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SMU  043,Performance (0 credit)Guitar,Private instruction in guitar.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SMU  053,Performance (0 credit) Violin,Private instruction in violin/viola.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  055,Improvisation,Private instruction in improvisation.  When Offered: Fall and spring semesters. Permission Required. Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  104,Rhythmics I,"This experience-based course is designed to reinforce understanding of music concepts, enhance musicianship, and focus awareness on the physical demands of artistic performance through the use of rhythmics, a modified technique of the unique approach to m",Active,FA 1415,FA 2526
SMU  416,Music Forum,"A professional development course for music majors. Course content includes self-assessment of integrated learning objectives and degree and program requirements, student recital performance, recital and concert attendance, and current topics in the field",Active,FA 9596,SP 2526
SCS  112,Introduction to Robots and Computer,,Inactive,FA 0809,FA 1011
SND  119,Teaching Critical Thinking,,Inactive,SU 9394,SU 9394
SND  120,Intro.to Origins & Basics of Addict,,Inactive,FA 9495,FA 9495
SCS  116,Computer Ethics and Society,This course presents a number of real-world moral and ethical questions and dilemmas that have arisen with the use of computers and other technology. The course also explains a number of ethical theories and philosophies that can be used to formulate deci,Active,SP 1415,SP 2526
SND  121,Overview Treatment:Intervntn&Preven,,Inactive,SP 9394,SP 9495
SCS  135,Exper with Comp & IT Professionals,"This course gives the student exposure to a variety of professions that are in high demand within the various computer professions. Students shadow Information Technology professionals to observe day-to-day activity, planning, design, implementation, and ",Active,FA 1415,FA 2425
SMU  054,Performance (0 credit) Cello,Private instruction in cello/bass.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  106,Keyboard Strategies 2,Designed to service the non-keyboard music major with some keyboard experience. This course introduces students to the basic skills necessary to achieve the required musical and keyboard proficiency for Level I in the major.  When Offered: Spring semester,Active,SP 1415,SP 2526
SND  122,"Understnd.Addict:Orig,Bas,Trtmt,Pre",,Inactive,FA 9697,SP 0102
SND  139,Valuing Families,,Inactive,SU 9495,SU 9495
SMU  127,Fundamentals of Music Theory,"A creative approach to fundamental theory and reading skills for non-music majors, developed through active participation with a variety of classroom instruments.    When Offered: Fall and spring semesters. Satisfies the Artistic Expression requirement.",Active,FA 9596,CS 2526
SMU  105,Keyboard Strategies 1,Designed to service the non-keyboard music major with little or no keyboard experience. This course introduces students to the basic skills necessary to achieve the required musical and keyboard proficiency in the major.  When Offered: Fall semester. Fee.,Active,FA 1415,FA 2526
SND  140,Creating a Whole Language Classroom,,Inactive,SU 9596,SU 9394
SND  145,Cooperative Learning Grades 7-12,,Inactive,SU 9596,SU 9394
SMU  128,Class Piano I,"Designed to service the non-piano music major and the non-music major. This course introduces students to basic piano skills through scales, chords, and elementary repertoire.    When Offered: Fall and spring semesters. Repeatable for credit. Fee. Satisfi",Active,FA 9596,SP 2526
SMU  130,String Methods I: Violin and Viola,"This string methods course provides an introduction for music education majors with the skills to model and work effectively with students on violin and viola in group beginning instrumental methods classes. In addition, students gain knowledge and skills",Active,SP 0203,FA 2526
SND  146,"Learning Centers, K-8",,Inactive,SU 9596,SU 9394
SND  153,Eff. Strat. for Classroom Managemnt,,Inactive,SU 9596,SU 9495
SND  158,Outcome Based Education,,Inactive,SU 9495,SU 9495
SMU  129,Class Voice I,Instruction in the basic techniques of vocal production for non-voice and non-music majors.     When Offered: Fall and spring semesters.,Active,FA 9596,SP 2526
SND  401,Honors,,Inactive,SP 9899,SP 9495
SMU  133,Woodwind Methods II,"This woodwind methods course provides an introduction for music education majors with the skills to model and work effectively with students on oboe and bassoon in group beginning instrumental methods classes. In addition, students gain knowledge and skil",Active,SP 1516,SP 2526
SNT  121,Food Science Laboratory,Laboratory experiences that apply food science principles with emphasis on ingredient function and interactions.  Practices standard food preparation with sensory evaluation and explores chemical and physical reaction in food.  SNT120 and SNT121 together ,Active,FA 1415,FA 2526
SNT  300,Principles of Nutrition,"Study of nutrient function and metabolism, with application to nutritional needs of the healthy adult. Examines methods for determining diet quality and nutritional status. Covers current topics, with an emphasis on the development of opinion based on cri",Active,FA 0809,SP 2526
SMU  136,Percussion Methods,Section 01 provides an introduction for music education majors to the skills to model and work effectively with students on pitched and non-pitched percussion instruments in individual and ensemble settings. Section 02 provides an introduction to music th,Active,SP 0203,SP 2526
SMU  135,Brass Methods II,"This brass methods course provides an introduction for music education majors with the skills to model and work effectively with students on trombone and tuba in group beginning instrumental methods classes. In addition, students gain knowledge and skills",Active,SP 1516,SP 2526
SNT  324,Food Service Management,"Focus is on the management of volume food service operations.  Topics include food procurement and production, food regulations, human resource and financial management.Credits: 3.When Offered: Fall semester.Prerequisites: SNT 120, and SNT 121.",Active,FA 1415,FA 2324
SMU  138,Class Voice (Basic),,Inactive,SP 9394,SP 9495
SNT  325,Food Service Management Lab,"This laboratory focuses on the  management of food services.  Students gain managerial experience by planning and managing a commissioned meal. When not in a managerial role, students gain experience in quantity food production and service.Credits: 2.When",Active,FA 1415,FA 2324
SMU  137,Performance (non-major) Harp,Private instruction in harp.  Prerequisite: demonstration of sufficient skill level or completion of SMU127.  Counts toward the Artistic Expression requirement of Liberal Arts Curriculum.  Fall and spring semesters. 1 credit. Repeatable for credit. Fee.,Active,SP 0203,SP 2021
SMU  143,Performance (non-major) Guitar,Private instruction in guitar.   When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.    Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,FA 9596,SP 2526
SMU  145,Performance (non-major) Oboe,Private instruction in oboe/bassoon.   When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.  Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,SP 0203,SP 2526
SMU  149,Performance (non-major) Trumpet,Private instruction in trumpet.   When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.   Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,FA 9596,SP 2526
SMU  153,Performance (non-mjr) Viola,Private instruction in violin/viola.     When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127.  Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,FA 9596,SP 2526
SMU  165,Songwriting,"Analysis and application of the fundamentals of songwriting in the popular music genre.  Discussion topics include music theory fundamentals, basic and advanced song structures, and the art of lyric writing.  When Offered: Spring semester. Fee.",Active,SP 1819,SP 2526
